epoch,loss,val_loss
26,4.80499047674547,4.4635622482600175
27,4.7645683689524745,4.450292591034897
28,4.793441237863046,4.49182982895318
29,4.7459308344388855,4.427514404762448
30,4.737965013137212,4.362519313031294
31,4.731170431230778,4.430955725392018
32,4.726733625079325,4.446606414524589
33,4.721744774650767,4.473303398748082
34,4.717270614051333,4.444029237341693
35,4.70193347540068,4.3432737232193235
36,4.6899300576651495,4.39245629967667
37,4.713107535287391,4.3424376014649395
38,4.697104637707766,4.249214904514823
39,4.667032261656647,4.375670577597431
40,4.703539070379678,4.373817610928393
41,4.683338931557182,4.452435031650573
0,8.39081404863893,6.544342093580351
1,6.779952085333463,6.398184166179867
2,6.451589592970684,6.243062259644035
39,4.709698263363388,4.330971348004078
40,4.698256207282717,4.3757825667463885
41,4.672117021766718,4.281537230559222
42,4.668506006361889,4.28848034565843
43,4.68250382645115,4.316126516484839
44,4.689204250907995,4.448166575957471
45,4.650232921222171,4.485453624424972
46,4.666942947463435,4.3145787415542
47,4.663607532556499,4.28253805543494
48,4.676700086899425,4.392311306450311
49,4.685412520233129,4.260929601398979
50,4.632821626396276,4.294965462421808
51,4.636948280975599,4.368112276858232
52,4.653896424582944,4.420257239829837
53,4.643577960203284,4.318434871087863
